Id,Action
1,0.3892651756170469
2,1
3,0.9961142857142855
4,1
5,0.9991428571428571
6,0.9828382488479265
7,0.9852833333333334
8,0.9996666666666667
9,0.9493136411541675
10,0.9952539682539683
11,1
12,0.9963642857142857
13,0.9361237373737371
14,0.9259024786324788
15,0.926003140799615
16,0.9781270562770563
17,0.9525377752682103
18,0.9585831755041198
19,0.9989642857142857
20,0.9323784126984126
21,0.9859163118580764
22,0.9979722222222221
23,0.9981253968253969
24,0.9960706349206349
25,1
26,0.9456582404054052
27,0.9690563492063493
28,0.6963899239906981
29,0.9772174603174604
30,0.9303531746031743
31,1
32,0.9917166666666665
33,0.909489682539683
34,0.988547619047619
35,1
36,0.9982642857142857
37,0.9779420634920636
38,0.9858231253420908
39,0.8475846930846925
40,0.897882905982906
41,0.9914952380952382
42,0.9572764790764791
43,0.9978527285087512
44,0.998288888888889
45,0.9865246031746031
46,1
47,0.9917063492063491
48,1
49,0.9922642857142857
50,0.9713610831820508
51,0.9912768095072153
52,1
53,0.974390484615326
54,0.9966476190476189
55,0.9994285714285714
56,0.9930309523809523
57,0.9702734386205752
58,0.9922196969696969
59,0.9997142857142858
60,0.9342619047619048
61,0.9996
62,0.830670562770563
63,0.9970000000000001
64,1
65,0.9975333333333333
66,0.9692108309990664
67,0.9819460317460318
68,0.9989642857142856
69,0.9190888228057115
70,0.9376285714285716
71,0.8732318008051797
72,0.9968809523809524
73,1
74,0.9763019098548508
75,0.9883698412698414
76,0.9879531746031747
77,0.9730964413722478
78,0.405067132703898
79,0.4198012876012877
80,0.9861315209665956
81,0.9700444943944946
82,0.9951593149540519
83,0.9718682539682539
84,0.9970156862745098
85,1
86,0.99925
87,0.9782960317460317
88,0.9919007936507936
89,0.9897325396825396
90,0.9153581780538304
91,0.9407298929141036
92,0.9254111111111113
93,0.997095238095238
94,0.8856519171596967
95,0.9974116940027379
96,0.9871023809523808
97,0.9143789217890778
98,0.9079868742368744
99,0.9975333333333334
100,0.9564394660894663
101,0.9020951709023695
102,0.7483388888888896
103,0.9658100198690804
104,0.9590481962481963
105,0.3438357142857143
106,0.9752730158730157
107,0.9981111111111111
108,1
109,0.9997999999999999
110,0.9904784992784993
111,0.949969905094905
112,0.9745278998778997
113,0.9804371038781033
114,0.951420634920635
115,0.9293913266625713
116,1
117,0.9801366666666667
118,0.9908428571428571
119,0.9713738095238097
120,0.9316771484155731
121,0.9282242549720809
122,0.9649595238095239
123,0.9708802054154995
124,0.9439333333333334
125,0.9557190476190478
126,0.9742810218083803
127,0.9747698412698413
128,0.9200178842186523
129,0.9170065443149549
130,0.9908039682539682
131,1
132,0.9944031746031746
133,0.9448735918543699
134,0.9714055555555553
135,0.9933809523809524
136,0.9958992063492064
137,1
138,0.9941865079365078
139,0.9085261904761905
140,1
141,0.9401105692720406
142,0.806095193695194
143,0.9984555555555557
144,0.9859865079365079
145,1
146,0.9976420634920636
147,0.994945238095238
148,0.9403213606654781
149,0.9790698582463286
150,1
151,0.9950888888888888
152,0.8670044677544678
153,0.9986111111111111
154,0.936119133500759
155,0.997397619047619
156,0.9077393212308859
157,0.9194706349206354
158,0.9891349206349207
159,0.868423015873016
160,0.9992063492063493
161,0.6721821789321785
162,0.9018720112446889
163,0.9752055555555555
164,0.9555438894374255
165,0.9957666666666667
166,0.9902833333333333
167,0.9861101077762341
168,0.9574867629341671
169,0.9931698412698412
170,0.9994166666666666
171,0.9830761183261183
172,0.9601416305916305
173,0.9997777777777779
174,0.9798700364994481
175,0.9754789987789988
176,0.9889104323780796
177,0.9715277777777778
178,0.9727579365079362
179,0.9786857206622067
180,0.994945238095238
181,0.7675656565656567
182,0.9908039682539682
183,0.993386507936508
184,0.6488002886002885
185,0.9801595238095239
186,0.9093417183865332
187,0.9986031746031746
188,0.9800216426915809
189,0.575260786435786
190,0.9977809523809524
191,1
192,0.9137908369408372
193,1
194,0.9874055555555554
195,0.9910290133035938
196,0.993095238095238
197,0.9824174603174602
198,1
199,0.9959761904761903
200,0.7733544429890338
201,0.9114864357864361
202,0.8890945754874435
203,0.995436507936508
204,0.9574867629341671
205,0.8811868612474996
206,0.9848595238095238
207,1
208,0.9677982317240855
209,0.7740670072617442
210,0.7877528143201825
211,0.9306611613876322
212,1
213,0.9861063492063493
214,0.9977833333333335
215,1
216,0.931836372382657
217,0.9895416280450569
218,0.9464920634920637
219,0.968326667939903
220,0.9915015873015872
221,0.7674436507936516
222,0.988129365079365
223,0.9367296129360835
224,0.9028201218114531
225,0.9383952380952383
226,0.7803591297293142
227,0.8950904761904762
228,1
229,0.9810656942091726
230,0.9978071348940915
231,0.9042568750941086
232,0.7250158730158729
233,0.9898055555555553
234,0.6755580253080256
235,0.9744164336191349
236,0.8904238095238101
237,1
238,0.9996666666666666
239,0.9266371437552563
240,1
241,0.9466124292374292
242,0.8868593318102609
243,0.27541340326340336
244,0.9995277777777778
245,0.9872714285714285
246,0.9839869304386546
247,1
248,0.9987428571428572
249,0.9988833333333333
250,0.9995555555555556
251,0.9714690476190477
252,0.7143291840009303
253,0.9926111111111111
254,0.986288888888889
255,0.9886293650793652
256,0.9601278773184608
257,0.9873746031746031
258,0.9054924242424244
259,0.9918103174603176
260,0.9994920634920637
