Id,Action
1,0.037304836069676786
2,1
3,0.9994444444444445
4,1
5,0.999
6,0.9676888888888888
7,0.8593682539682542
8,0.9892285714285713
9,0.7316633952768098
10,0.9745706349206349
11,1
12,0.9733238095238096
13,0.7459579365079363
14,0.7845592490842493
15,0.9244970495164945
16,0.910154761904762
17,0.7976261904761905
18,0.8248758965840364
19,0.9995142857142856
20,0.8659711520363698
21,0.9137965941415327
22,0.9963396825396826
23,0.9989142857142858
24,0.9968698412698412
25,1
26,0.5741591711943215
27,0.8543100361491631
28,0.30922247418293825
29,0.8779238095238098
30,0.913372222222222
31,1
32,0.9869166666666667
33,0.5780790966386556
34,0.9453761904761905
35,1
36,0.9977111111111112
37,0.9182924603174601
38,0.9545557775557776
39,0.7673404428904427
40,0.8025254046171999
41,0.9861285714285715
42,0.812968398906424
43,0.9277994944377111
44,0.9834142857142856
45,0.9837444444444445
46,1
47,0.9713621212121211
48,1
49,0.9744198412698414
50,0.872204948646125
51,0.9845103174603175
52,1
53,0.9244614590291893
54,0.99585
55,0.995118253968254
56,0.9737960317460318
57,0.7548402356902356
58,0.970073015873016
59,0.9993142857142857
60,0.8572555555555555
61,1
62,0.2649869270514432
63,0.9942619047619047
64,1
65,0.9890565079365078
66,0.7335403766168472
67,0.9637536075036073
68,0.9993142857142857
69,0.6209007842932648
70,0.6048063492063492
71,0.6732576246106561
72,1
73,1
74,0.868333066859941
75,0.9885460317460317
76,0.9827261904761906
77,0.8716797410192145
78,0.07165814903707358
79,0.11695103216342173
80,0.9702187483736664
81,0.8591640623594532
82,0.9831876190476192
83,0.9515777777777777
84,0.994
85,1
86,0.997625396825397
87,0.9541347877612583
88,0.9598888888888888
89,0.9770253968253968
90,0.9153523809523806
91,0.8490357142857141
92,0.6618499999999995
93,0.9984444444444445
94,0.5829720356923206
95,0.9608888888888889
96,0.9907373015873017
97,0.7269364624034346
98,0.8184353435836194
99,0.9884888888888891
100,0.8721973304473302
101,0.9106869514222193
102,0.6442438672438676
103,0.9653446742429935
104,0.9493730158730158
105,0.0038
106,0.8957632275132273
107,0.9972261904761904
108,1
109,1
110,0.9733087301587302
111,0.836177076499344
112,0.8676079365079366
113,0.8482595576536645
114,0.7801435633097554
115,0.9255539426667173
116,1
117,0.8977212698412701
118,0.9815174603174603
119,0.9308277777777776
120,0.8002305250305252
121,0.7799553423971528
122,0.9211362573099418
123,0.9618468253968255
124,0.9005920634920636
125,0.9253658730158729
126,0.9334672450356661
127,0.9208039682539685
128,0.5408637260400421
129,0.9187793650793649
130,0.9870728088336785
131,1
132,0.9839944444444444
133,0.8461783557728579
134,0.9778928571428569
135,0.9850508824923004
136,0.9878619047619047
137,1
138,0.9834238095238095
139,0.5226260145083674
140,1
141,0.6307350603674711
142,0.7777800144300149
143,0.9976777777777778
144,0.9810355350742448
145,1
146,0.9978142857142857
147,0.9973619047619049
148,0.674633055833056
149,0.9289968253968256
150,0.9997999999999999
151,0.9970571428571429
152,0.5584521733111343
153,0.9976253968253969
154,0.707226500805572
155,0.9679849206349204
156,0.9048676112844846
157,0.7867559523809525
158,0.9128354218880533
159,0.784830463980464
160,0.9985619047619047
161,0.3586373544419211
162,0.8809275699790408
163,0.9304293650793651
164,0.8651674453173683
165,0.9988611111111111
166,0.9841063492063491
167,0.8584686500661275
168,0.7981972001371119
169,0.9917000000000001
170,0.9987055555555555
171,0.9044571428571428
172,0.8870206349206347
173,0.9997999999999999
174,0.9299214285714287
175,0.8047028314028315
176,0.9643103174603173
177,0.9600604627173592
178,0.9247436507936507
179,0.9006684870502107
180,0.9973619047619049
181,0.5771918192918195
182,0.9870728088336785
183,0.9796500000000001
184,0.2262317460317461
185,0.8923626984126984
186,0.8941975698364246
187,0.9870714285714286
188,0.9795290754760209
189,0.25289245651914183
190,0.9920698412698414
191,1
192,0.8513879106187929
193,1
194,0.945240331890332
195,0.8893829746911812
196,0.9824492063492064
197,0.9879452380952384
198,1
199,0.9987642857142858
200,0.28273423183925744
201,0.7263204176830035
202,0.6577663215858967
203,0.9975666666666665
204,0.7981972001371119
205,0.7271915009826776
206,0.9703388888888886
207,1
208,0.9658848089414657
209,0.7000394572146121
210,0.18865052910052907
211,0.817082838927921
212,0.9996666666666666
213,0.9792682539682539
214,0.9846412698412701
215,1
216,0.802039401693146
217,0.9063992763772176
218,0.8955015873015871
219,0.8073728984740749
220,0.9822253968253969
221,0.6864476190476193
222,0.9797198412698412
223,0.8635256260079789
224,0.8955650925729565
225,0.8886603174603177
226,0.19142544862706173
227,0.5172753968253968
228,1
229,0.9608112511671336
230,0.9637135380902621
231,0.6300669994907299
232,0.5730444444444444
233,0.9932769841269841
234,0.2897439616010203
235,0.9081161779450774
236,0.8159117460317462
237,1
238,0.9939365079365079
239,0.6937209234040815
240,1
241,0.8553648081173397
242,0.8831872183372192
243,0.051417741412659305
244,1
245,0.978252380952381
246,0.7938251048468439
247,1
248,0.9977944444444443
249,0.9987111111111112
250,0.9969777777777777
251,0.9098500000000003
252,0.36288284110791563
253,0.9909952380952382
254,0.9349396825396825
255,0.985815873015873
256,0.6880429442588064
257,0.9783650793650794
258,0.8062304417804418
259,0.9883277777777778
260,1
261,0.9637760179434092
262,0.938854761904762
263,0.9670984126984127
264,0.9958285714285714
265,1
266,0.9658848089414657
267,1
268,0.7459351834070121
269,0.9987111111111112
270,0.9749961362087824
271,0.9741773809523809
272,0.8380698757763976
273,0.9875904761904761
274,0.5868666666666666
275,0.9711005952380951
276,0.9651112332112332
277,0.960416507936508
278,0.9640636141636141
279,1
280,0.6550114255430616
281,0.9967999999999999
282,1
283,0.6524331532523431
284,1
285,0.982923015873016
286,0.9846761904761901
287,0.971043823326432
288,0.8747121956896148
289,1
290,1
291,0.5292007936507936
292,0.7857387445887447
293,0.9259587301587303
294,0.6780291350208852
295,1
296,0
297,0.04239682539682539
298,0.9585456866279713
299,0.09854517219496012
300,0.7038034188034189
301,0.254736507936508
302,0.9846417640794262
303,0.9884119047619047
304,0.7774828571816473
305,0.9967619047619048
306,0.589263488172614
307,1
308,0.9888111111111111
309,0.9779936507936511
310,0.907365986394558
311,0.9695499999999998
312,0.9579908309408309
313,1
314,1
315,0.9867809523809525
316,0.9912873015873017
317,0.7350468253968256
318,0.8931294649794649
319,0.9799877864314733
320,0.9746585576259488
321,0.9259388888888889
322,0
323,0.9744253968253968
324,0.9978666666666667
325,0.9540757121113286
326,0.3015040903540904
327,0.8986460317460319
328,0.8154963895770566
329,0.8049865898617514
330,1
331,0.996742857142857
332,0.990834126984127
333,0.9987777777777779
334,0.9677547619047618
335,1
336,0.9943500000000001
337,0.9913960317460316
338,0.9451725203469349
339,1
340,0.8668261904761905
341,0.8225510970515676
342,1
343,0.5412861194361194
344,0.9997777777777779
345,0.9602436507936509
346,0.8415644646934692
347,0.9916674603174603
348,0.9627301587301587
349,0.9866714285714285
350,0.23875317460317458
351,0.8059910912451329
352,0.8733416757738347
353,0.9995999999999999
354,0.030435714285714288
355,0.9860993198037609
356,0.9208547619047619
357,0.6550114255430616
358,0.9626539682539682
359,0.9968285714285714
360,0.16001050765252745
361,0.6784325396825397
362,0.9718388888888888
363,1
364,0.9709898617600923
365,0.8301945918718364
366,0.9753087301587302
367,0.9432087301587301
368,0.9981111111111112
369,0.7862100411042908
370,0.9928444444444446
371,1
372,0.9878515873015873
373,0.9944126984126983
374,7.5e-4
375,0.8965984126984126
376,0.9993142857142857
377,0.108987549394763
378,1
379,0.9986
380,0.30383441200890987
381,0.5455101617764098
382,1
