Id,Action
1,0.41115797617408734
2,0.9541430509697778
3,0.953945783474223
4,0.9547912477816055
5,0.9587898209431552
6,0.9525998606113882
7,0.9781809367557245
8,0.9539390611565469
9,0.9544161742252026
10,0.9539607280595783
11,0.9946425608961883
12,0.9859978753807351
13,0.9790177540702714
14,0.9845993943792803
15,0.9539330121295032
16,0.953970926800009
17,0.9773798486605894
18,0.9702371659148378
19,0.9710006859785191
20,0.9850488698472797
21,0.9592125742310132
22,0.9539610894794477
23,0.9844820676540367
24,0.9539478354953821
25,0.954432502061983
26,0.9532919712067675
27,0.9521147479890564
28,0.9539312785594403
29,0.9461173652066862
30,0.9539367489780087
31,0.9619822032675708
32,0.9673989008324332
33,0.9532800559159573
34,0.9742384751632117
35,0.9842472844319679
36,0.9539483189972958
37,0.9729265528660299
38,0.9537805064157686
39,0.953930703564983
40,0.9562846724535726
41,0.9544423905649381
42,0.9538868990178475
43,0.9570307948087664
44,0.9917813146826242
45,0.9899337273651131
46,0.9549763338499807
47,0.9610215230769732
48,0.9955941360888941
49,0.9546604799786457
50,0.9539656475631623
51,0.9539213064623248
52,0.9602339037514526
53,0.9539368953198147
54,0.953941829066688
55,0.9753935638633078
56,0.9539478351055483
57,0.970682373805036
58,0.9566892301845936
59,0.9735907902405252
60,0.949347739402556
61,0.9542469306788203
62,0.9312732809638645
63,0.9539324576873897
64,0.9542002268864332
65,0.9539353509358388
66,0.952491541223693
67,0.953944481812146
68,0.9539466151215024
69,0.7564361097911689
70,0.8419122118425693
71,0.9539407402027698
72,0.9539377876277998
73,0.9539468558355644
74,0.9818907520686886
75,0.9539840353278373
76,0.9539226563059419
77,0.8894190623463212
78,0.4112130686844231
79,0.41111712768830155
80,0.9547957019191403
81,0.963547771940146
82,0.9956579025704423
83,0.9539385105460495
84,0.959082333472041
85,0.9539345256757253
86,0.9539721741391627
87,0.9539775727254031
88,0.9969754507037254
89,0.9754061782325062
90,0.9539486816220891
91,0.95934240042721
92,0.9537809242793566
93,0.9548451969038672
94,0.9602019746061905
95,0.9734145832179555
96,0.9539393110506266
97,0.9539584785614923
98,0.9511308444091453
99,0.9799799841791409
100,0.9511179690975622
101,0.9539488735537209
102,0.9539536875990653
103,0.953963580894466
104,0.9539707220910767
105,0.410974513152063
106,0.9597964393402557
107,0.9549145452870512
108,0.9802123022796121
109,0.9661432219830414
110,0.9566532722174825
111,0.9747317815954888
112,0.9535923753185072
113,0.9953020461562194
114,0.9510114284513285
115,0.9539340980737175
116,0.9548812240829073
117,0.9539612848589069
118,0.9539529913021264
119,0.9582775109065573
120,0.9501094578526111
121,0.9533162449247159
122,0.8915965058000399
123,0.9539517959562225
124,0.9556465176702655
125,0.9580189772173462
126,0.9578337346298507
127,0.9539187381393396
128,0.9497537130597065
129,0.9614135821822869
130,0.9539444072557383
131,0.9592837223195457
132,0.9820505986205362
133,0.9565844700885537
134,0.9539201505942626
135,0.9539314811793791
136,0.9539345350915273
137,0.9735237158295644
138,0.9832448489896429
139,0.9693152570584831
140,0.9539974456122969
141,0.9804478149754507
142,0.9539536450083156
143,0.9539210163270277
144,0.9541157873815763
145,0.9884152986692691
146,0.9551976976038417
147,0.9572345063955164
148,0.953942929612943
149,0.9743413678526797
150,0.9539134351447831
151,0.9695626108504226
152,0.4882725306769387
153,0.9703522619328188
154,0.9837921682813474
155,0.9615388984191164
156,0.9539433861126791
157,0.9547474273066248
158,0.9539479371033767
159,0.9699484887292403
160,0.953930232976251
161,0.4748651045207663
162,0.9539137143560042
163,0.9539457510456107
164,0.9539338997680903
165,0.9539186834340553
166,0.9539616276424102
167,0.9547186725130309
168,0.9539388603050707
169,0.9539873598518822
170,0.9539303331702189
171,0.9735265123970607
172,0.9534027794032435
173,0.9539326181571041
174,0.9539807687012267
175,0.9539301563613265
176,0.9533846147200318
177,0.9539844903326318
178,0.9696124247931559
179,0.9695014013170139
180,0.9572345063955164
181,0.8225132881390007
182,0.9539444072557383
183,0.9539464378008592
184,0.9011289391334629
185,0.9588498349672582
186,0.9562746617615197
187,0.9539576166914538
188,0.9539726014685296
189,0.9539685306519112
190,0.9598051516495846
191,0.9540238552224254
192,0.9559491623540447
193,0.9618271261873179
194,0.9542066297657487
195,0.9573548765838679
196,0.9541721459623689
197,0.9541504727676711
198,0.9684053761608653
199,0.9710703934955957
200,0.9539441125159588
201,0.9393157958705354
202,0.9487747435401741
203,0.9831046644579328
204,0.9539388603050707
205,0.948844586573277
206,0.953933608109402
207,0.9539345848755947
208,0.9539423217713651
209,0.9539514113529156
210,0.7043235350762332
211,0.9524937458821471
212,0.9539247379176348
213,0.9540904259597801
214,0.9900458025615826
215,0.9543818548152514
216,0.9539390373322418
217,0.9704200302981763
218,0.9522447389770375
219,0.9533296790393435
220,0.9573711977871934
221,0.953931414501647
